,count,author
1.562,1,AlanCrosby
fiannce,1,AlanCrosby
57.28,1,AlanCrosby
1=27.27,1,AlanCrosby
governmnet,1,AlanCrosby
ten-share,1,AlanCrosby
foreign-buying,1,AlanCrosby
induced,1,AlanCrosby
405.49,1,AlanCrosby
8.05,1,AlanCrosby
laszlo,1,AlanCrosby
baranyai,1,AlanCrosby
gog,1,AlanCrosby
pliva,1,AlanCrosby
"1,870",1,AlanCrosby
300-kuna,1,AlanCrosby
+31.59,1,AlanCrosby
+1.98,1,AlanCrosby
+653.5,1,AlanCrosby
+4.1,1,AlanCrosby
+405.49,1,AlanCrosby
+8.05,1,AlanCrosby
+1.85,1,AlanCrosby
+0.99,1,AlanCrosby
+156.6,1,AlanCrosby
+11.8,1,AlanCrosby
24/1997,1,AlanCrosby
1=27.86,1,AlanCrosby
18.0,1,AlanCrosby
755.3,1,AlanCrosby
594.95,1,AlanCrosby
288.5,1,AlanCrosby
327.9,1,AlanCrosby
280.6,1,AlanCrosby
27.888,1,AlanCrosby
17.057,1,AlanCrosby
+4.07,1,AlanCrosby
+4.2,1,AlanCrosby
corp.said,1,AlanCrosby
vice-admiral,1,AlanCrosby
lockard,1,AlanCrosby
f-16s,1,AlanCrosby
interset,1,AlanCrosby
27.65,1,AlanCrosby
jakub,1,AlanCrosby
perina,1,AlanCrosby
27.712,1,AlanCrosby
16.846,1,AlanCrosby
econoimc,1,AlanCrosby
whn,1,AlanCrosby
howeer,1,AlanCrosby
27.68,1,AlanCrosby
591.3,1,AlanCrosby
"3,744",1,AlanCrosby
"1,210",1,AlanCrosby
586.5,1,AlanCrosby
"3,660",1,AlanCrosby
"1,193",1,AlanCrosby
singles,1,AlanCrosby
mahesh,1,AlanCrosby
leander,1,AlanCrosby
67th,1,AlanCrosby
rythmn,1,AlanCrosby
regrouped,1,AlanCrosby
33rd,1,AlanCrosby
squandered,1,AlanCrosby
tiring,1,AlanCrosby
30-12,1,AlanCrosby
semifinalists,1,AlanCrosby
+5.28,1,AlanCrosby
accoridng,1,AlanCrosby
595.1,1,AlanCrosby
euro-madness,1,AlanCrosby
otepka,1,AlanCrosby
retail-friendly,1,AlanCrosby
cross-currency,1,AlanCrosby
short-dated,1,AlanCrosby
27.92,1,AlanCrosby
furthening,1,AlanCrosby
weaking,1,AlanCrosby
bnp-dresdner,1,AlanCrosby
postions,1,AlanCrosby
+4.25,1,AlanCrosby
+3.45,1,AlanCrosby
becuase,1,AlanCrosby
obstructions,1,AlanCrosby
dulling,1,AlanCrosby
exacerbating,1,AlanCrosby
effected,1,AlanCrosby
sypmtoms,1,AlanCrosby
28.357,1,AlanCrosby
16.737,1,AlanCrosby
28.750/dollar,1,AlanCrosby
16.873/mark,1,AlanCrosby
+4.65,1,AlanCrosby
end-year,1,AlanCrosby
60.04,1,AlanCrosby
55.5,1,AlanCrosby
46.45,1,AlanCrosby
47.63,1,AlanCrosby
17.996,1,AlanCrosby
174.3,1,AlanCrosby
147.2,1,AlanCrosby
28.430,1,AlanCrosby
17.017,1,AlanCrosby
28.46,1,AlanCrosby
613.6,1,AlanCrosby
28.873,1,AlanCrosby
17.090,1,AlanCrosby
+2.74,1,AlanCrosby
+3.53,1,AlanCrosby
crown/dollar,1,AlanCrosby
28.784,1,AlanCrosby
crown/mark,1,AlanCrosby
17.040,1,AlanCrosby
+3.03,1,AlanCrosby
pribor,1,AlanCrosby
11.5-12.5,1,AlanCrosby
618.6,1,AlanCrosby
uhrin,1,AlanCrosby
19-strong,1,AlanCrosby
in-form,1,AlanCrosby
under-21,1,AlanCrosby
scorer,1,AlanCrosby
capello,1,AlanCrosby
julio,1,AlanCrosby
narvaez,1,AlanCrosby
atletico,1,AlanCrosby
playmaker,1,AlanCrosby
robson,1,AlanCrosby
blossomed,1,AlanCrosby
kouba,1,AlanCrosby
kubik,1,AlanCrosby
repka,1,AlanCrosby
radoslav,1,AlanCrosby
novotny,1,AlanCrosby
dostalek,1,AlanCrosby
radovan,1,AlanCrosby
hromadko,1,AlanCrosby
canizares,1,AlanCrosby
belsue,1,AlanCrosby
agustin,1,AlanCrosby
aranzabal,1,AlanCrosby
sergi,1,AlanCrosby
josep,1,AlanCrosby
julen,1,AlanCrosby
backfield,1,AlanCrosby
brightly,1,AlanCrosby
106-year,1,AlanCrosby
steeplechase,1,AlanCrosby
four-and-a-quarter,1,AlanCrosby
jockeys,1,AlanCrosby
aintree,1,AlanCrosby
"92,000",1,AlanCrosby
veleda,1,AlanCrosby
polish-trained,1,AlanCrosby
scater,1,AlanCrosby
30-month,1,AlanCrosby
four-session,1,AlanCrosby
2.7-percent,1,AlanCrosby
grzegorz,1,AlanCrosby
pindur,1,AlanCrosby
244.5,1,AlanCrosby
31.67,1,AlanCrosby
agoston,1,AlanCrosby
200.32,1,AlanCrosby
briska,1,AlanCrosby
year-lows,1,AlanCrosby
291.7,1,AlanCrosby
289.98,1,AlanCrosby
tbs,1,AlanCrosby
91-day,1,AlanCrosby
182-day,1,AlanCrosby
202.6,1,AlanCrosby
pts,1,AlanCrosby
-4.18,1,AlanCrosby
-0.29,1,AlanCrosby
+244.5,1,AlanCrosby
+1.7,1,AlanCrosby
-13.1,1,AlanCrosby
-2.36,1,AlanCrosby
+31.67,1,AlanCrosby
+0.87,1,AlanCrosby
+0.63,1,AlanCrosby
40.61,1,AlanCrosby
+3.50,1,AlanCrosby
+1.75,1,AlanCrosby
+202.6,1,AlanCrosby
+18.5,1,AlanCrosby
"3,634.80",1,AlanCrosby
7/1996,1,AlanCrosby
overpowered,1,AlanCrosby
nicklas,1,AlanCrosby
demoralise,1,AlanCrosby
ecuardor,1,AlanCrosby
nicolas,1,AlanCrosby
lapentti,1,AlanCrosby
furlan,1,AlanCrosby
sandon,1,AlanCrosby
unforced,1,AlanCrosby
kroslak,1,AlanCrosby
3-6,1,AlanCrosby
downing,1,AlanCrosby
cristiano,1,AlanCrosby
tired-looking,1,AlanCrosby
volleys,1,AlanCrosby
129th,1,AlanCrosby
outgunned,1,AlanCrosby
double-faulted,1,AlanCrosby
rusedski,1,AlanCrosby
fetterlien,1,AlanCrosby
seventh-ranked,1,AlanCrosby
aggressor,1,AlanCrosby
macth,1,AlanCrosby
stutgart,1,AlanCrosby
cupper,1,AlanCrosby
compatriot,1,AlanCrosby
victimns,1,AlanCrosby
ex-wimbledon,1,AlanCrosby
qatar,1,AlanCrosby
crosscourt,1,AlanCrosby
one-month,1,AlanCrosby
dealer.,1,AlanCrosby
roughshod,1,AlanCrosby
tha,1,AlanCrosby
dsaily,1,AlanCrosby
after-bourse,1,AlanCrosby
maul,1,AlanCrosby
pastures,1,AlanCrosby
alojz,1,AlanCrosby
lacko,1,AlanCrosby
counter-parties,1,AlanCrosby
neghbouring,1,AlanCrosby
redeeming,1,AlanCrosby
ernings,1,AlanCrosby
26.86,1,AlanCrosby
overconfidence,1,AlanCrosby
constitunecies,1,AlanCrosby
26.36,1,AlanCrosby
29.78,1,AlanCrosby
kaspar,1,AlanCrosby
prgaue,1,AlanCrosby
falbr,1,AlanCrosby
felled,1,AlanCrosby
496.8,1,AlanCrosby
sustains,1,AlanCrosby
+2.9,1,AlanCrosby
seduced,1,AlanCrosby
fairly-valued,1,AlanCrosby
indentifying,1,AlanCrosby
3-0,1,AlanCrosby
fast-skating,1,AlanCrosby
faceoff,1,AlanCrosby
winger,1,AlanCrosby
mats,1,AlanCrosby
sundin,1,AlanCrosby
puck,1,AlanCrosby
netminder,1,AlanCrosby
calle,1,AlanCrosby
slapshot,1,AlanCrosby
bergqvist,1,AlanCrosby
penguins,1,AlanCrosby
sharpshooter,1,AlanCrosby
rucinsky,1,AlanCrosby
thrilling,1,AlanCrosby
demoralising,1,AlanCrosby
opener,1,AlanCrosby
pelting,1,AlanCrosby
ludek,1,AlanCrosby
reichel,1,AlanCrosby
re-signed,1,AlanCrosby
stockholm,1,AlanCrosby
winless,1,AlanCrosby
garmisch-partenkirchen,1,AlanCrosby
three-fifths,1,AlanCrosby
senatorial,1,AlanCrosby
15-16,1,AlanCrosby
resuscitate,1,AlanCrosby
574.9,1,AlanCrosby
"916,194",1,AlanCrosby
648.3,1,AlanCrosby
"2,439",1,AlanCrosby
plummetted,1,AlanCrosby
9.17,1,AlanCrosby
9.13,1,AlanCrosby
podpiera,1,AlanCrosby
atlantk,1,AlanCrosby
inline,1,AlanCrosby
clamoring,1,AlanCrosby
regualtion,1,AlanCrosby
three-and-a-half-week,1,AlanCrosby
10.33,1,AlanCrosby
"1,395.46",1,AlanCrosby
-6.36,1,AlanCrosby
-0.45,1,AlanCrosby
+76.89,1,AlanCrosby
+2.12,1,AlanCrosby
+0.3,1,AlanCrosby
+0.01,1,AlanCrosby
"13,789.9",1,AlanCrosby
+119.4,1,AlanCrosby
-10.33,1,AlanCrosby
-5.93,1,AlanCrosby
+7.91,1,AlanCrosby
+0.7,1,AlanCrosby
greycoat,49,AlexanderSmith
mccullough,27,AlexanderSmith
moorfield,27,AlexanderSmith
armer,26,AlexanderSmith
fiba,20,AlexanderSmith
mepc,17,AlexanderSmith
countrywide,13,AlexanderSmith
manser,13,AlexanderSmith
macpherson,12,AlexanderSmith
bock,10,AlexanderSmith
tradeteam,10,AlexanderSmith
trizechahn,9,AlexanderSmith
madonna,9,AlexanderSmith
mayhew,8,AlexanderSmith
dlj,8,AlexanderSmith
mispricings,8,AlexanderSmith
mayo,7,AlexanderSmith
hattingh,7,AlexanderSmith
poaching,6,AlexanderSmith
shopacheck,6,AlexanderSmith
david-weill,6,AlexanderSmith
superwoman,5,AlexanderSmith
valuer,5,AlexanderSmith
detlev,5,AlexanderSmith
rahmsdorf,5,AlexanderSmith
nguyen,5,AlexanderSmith
spinney,5,AlexanderSmith
triodos,5,AlexanderSmith
luthy,5,AlexanderSmith
ukav,5,AlexanderSmith
cran,5,AlexanderSmith
meroz,5,AlexanderSmith
healey,4,AlexanderSmith
criminality,4,AlexanderSmith
paines,4,AlexanderSmith
7719,4,AlexanderSmith
gaskell,4,AlexanderSmith
lanson,4,AlexanderSmith
cator,4,AlexanderSmith
amvesco,4,AlexanderSmith
brady,4,AlexanderSmith
exquisitely,4,AlexanderSmith
payne,4,AlexanderSmith
rfam,4,AlexanderSmith
bateman,4,AlexanderSmith
thio,4,AlexanderSmith
gim,4,AlexanderSmith
hpl,4,AlexanderSmith
northridge,4,AlexanderSmith
counter-claim,4,AlexanderSmith
grimley,4,AlexanderSmith
greenbury,4,AlexanderSmith
skipper,4,AlexanderSmith
failings,3,AlexanderSmith
carnegie,3,AlexanderSmith
prelisted,3,AlexanderSmith
precendent,3,AlexanderSmith
faron,3,AlexanderSmith
frasin,3,AlexanderSmith
tomasi,3,AlexanderSmith
bowes,3,AlexanderSmith
hammerson,3,AlexanderSmith
lends,3,AlexanderSmith
goobey,3,AlexanderSmith
pettit,3,AlexanderSmith
buckingham,3,AlexanderSmith
embankment,3,AlexanderSmith
79.4,3,AlexanderSmith
63.9,3,AlexanderSmith
door-to-door,3,AlexanderSmith
moneylenders,3,AlexanderSmith
faure,3,AlexanderSmith
bullimore,3,AlexanderSmith
occupiers,2,AlexanderSmith
boe,2,AlexanderSmith
merry-go-round,2,AlexanderSmith
misvaluations,2,AlexanderSmith
6784,2,AlexanderSmith
italia,2,AlexanderSmith
rule-breakers,2,AlexanderSmith
solicitors,2,AlexanderSmith
280.7,2,AlexanderSmith
unravelled,2,AlexanderSmith
untangle,2,AlexanderSmith
labyrinth,2,AlexanderSmith
treasured,2,AlexanderSmith
deutshe,2,AlexanderSmith
freehely,2,AlexanderSmith
minerva,2,AlexanderSmith
sofwin,2,AlexanderSmith
sackings,2,AlexanderSmith
proprietory,2,AlexanderSmith
johan,2,AlexanderSmith
repos,2,AlexanderSmith
canelas,2,AlexanderSmith
snider,2,AlexanderSmith
lotz,2,AlexanderSmith
rendell,2,AlexanderSmith
mulgrew,2,AlexanderSmith
trott,2,AlexanderSmith
jaskel,2,AlexanderSmith
coulbeck,2,AlexanderSmith
environmentally-friendly,2,AlexanderSmith
microcredit,2,AlexanderSmith
cable-laying,2,AlexanderSmith
super-boutiques,2,AlexanderSmith
conversely,2,AlexanderSmith
one-for-five,2,AlexanderSmith
minimising,2,AlexanderSmith
66.7,2,AlexanderSmith
chiate,2,AlexanderSmith
57.81,2,AlexanderSmith
vanilla,2,AlexanderSmith
sorkin,2,AlexanderSmith
asian-centric,2,AlexanderSmith
moneylending,2,AlexanderSmith
confided,2,AlexanderSmith
ewen,2,AlexanderSmith
regionalisation,2,AlexanderSmith
six-and-a-half,2,AlexanderSmith
reichmann,2,AlexanderSmith
tallest,2,AlexanderSmith
olympia,2,AlexanderSmith
122.6,2,AlexanderSmith
22.9,2,AlexanderSmith
redid,2,AlexanderSmith
nfc,2,AlexanderSmith
draymen,2,AlexanderSmith
sudhir,2,AlexanderSmith
junankar,2,AlexanderSmith
six-monthly,2,AlexanderSmith
melville-ross,2,AlexanderSmith
dinghy,2,AlexanderSmith
unlet,1,AlexanderSmith
relet,1,AlexanderSmith
valuers,1,AlexanderSmith
jules,1,AlexanderSmith
prast,1,AlexanderSmith
"835,000",1,AlexanderSmith
hessel,1,AlexanderSmith
lindenbergh,1,AlexanderSmith
edson,1,AlexanderSmith
zealander,1,AlexanderSmith
boroughs,1,AlexanderSmith
guerillas,1,AlexanderSmith
german-owned,1,AlexanderSmith
concur,1,AlexanderSmith
all-day,1,AlexanderSmith
damage-limitation,1,AlexanderSmith
29.89,1,AlexanderSmith
lewisham,1,AlexanderSmith
strenously,1,AlexanderSmith
30.11,1,AlexanderSmith
dumfries,1,AlexanderSmith
kensington,1,AlexanderSmith
culpable,1,AlexanderSmith
wafer,1,AlexanderSmith
non-performer,1,AlexanderSmith
non-german,1,AlexanderSmith
outsmarted,1,AlexanderSmith
"1,260",1,AlexanderSmith
607.5,1,AlexanderSmith
"1,277.5",1,AlexanderSmith
milan-based,1,AlexanderSmith
fg,1,AlexanderSmith
inversiones,1,AlexanderSmith
morrongiello,1,AlexanderSmith
merril,1,AlexanderSmith
parachuted,1,AlexanderSmith
wrap-up,1,AlexanderSmith
top-down,1,AlexanderSmith
1=125.5,1,AlexanderSmith
gravitas,1,AlexanderSmith
self-regulating,1,AlexanderSmith
bedevil,1,AlexanderSmith
colette,1,AlexanderSmith
bowe,1,AlexanderSmith
sharples,1,AlexanderSmith
short-listed,1,AlexanderSmith
selectors,1,AlexanderSmith
multi-millionaires,1,AlexanderSmith
seers,1,AlexanderSmith
"5,900",1,AlexanderSmith
chalsty,1,AlexanderSmith
redemption,1,AlexanderSmith
vereinsbank,1,AlexanderSmith
natalia,1,AlexanderSmith
grasegger,1,AlexanderSmith
fruits-to-electronics,1,AlexanderSmith
video-link,1,AlexanderSmith
macalpine,1,AlexanderSmith
"405,000",1,AlexanderSmith
buxton,1,AlexanderSmith
super-sensitive,1,AlexanderSmith
bondware,1,AlexanderSmith
broadgate,1,AlexanderSmith
38-year-old,1,AlexanderSmith
amersham,1,AlexanderSmith
pre-listed,1,AlexanderSmith
150-year-old,1,AlexanderSmith
"1,961",1,AlexanderSmith
ftse-100,1,AlexanderSmith
house-buyers,1,AlexanderSmith
eventuality,1,AlexanderSmith
emptor,1,AlexanderSmith
cash.if,1,AlexanderSmith
stray,1,AlexanderSmith
o'donoghue,1,AlexanderSmith
717.5,1,AlexanderSmith
dreamt,1,AlexanderSmith
15.31,1,AlexanderSmith
12.64,1,AlexanderSmith
realisable,1,AlexanderSmith
121.3,1,AlexanderSmith
adde,1,AlexanderSmith
hn,1,AlexanderSmith
gorin,1,AlexanderSmith
373.4,1,AlexanderSmith
retrenching,1,AlexanderSmith
subordinate,1,AlexanderSmith
mallen,1,AlexanderSmith
british-,1,AlexanderSmith
dresden,1,AlexanderSmith
horsham,1,AlexanderSmith
transferability,1,AlexanderSmith
desirability,1,AlexanderSmith
self-provision,1,AlexanderSmith
unsustainably,1,AlexanderSmith
sutaria,1,AlexanderSmith
conveyancing,1,AlexanderSmith
smoothing,1,AlexanderSmith
sporborg,1,AlexanderSmith
123.5,1,AlexanderSmith
rat-trading,1,AlexanderSmith
"18,640",1,AlexanderSmith
collated,1,AlexanderSmith
cash-card,1,AlexanderSmith
sears-black,1,AlexanderSmith
business-like,1,AlexanderSmith
undermanaged,1,AlexanderSmith
diabolical,1,AlexanderSmith
coninue,1,AlexanderSmith
undervaluation,1,AlexanderSmith
260.5,1,AlexanderSmith
20.6,1,AlexanderSmith
demotions,1,AlexanderSmith
238.7,1,AlexanderSmith
197.3,1,AlexanderSmith
"93,300",1,AlexanderSmith
"78,500",1,AlexanderSmith
cost/income,1,AlexanderSmith
75.4,1,AlexanderSmith
advisory-relationship,1,AlexanderSmith
scrutinising,1,AlexanderSmith
nagioff,1,AlexanderSmith
counterparties,1,AlexanderSmith
70.0,1,AlexanderSmith
388,1,AlexanderSmith
itended,1,AlexanderSmith
disciplining,1,AlexanderSmith
unreconciled,1,AlexanderSmith
vindictive,1,AlexanderSmith
independently-owned,1,AlexanderSmith
32.1,1,AlexanderSmith
glen,1,AlexanderSmith
"2,598",1,AlexanderSmith
"1,358",1,AlexanderSmith
threefold,1,AlexanderSmith
rabobank,1,AlexanderSmith
cumbria,1,AlexanderSmith
self-sustaining,1,AlexanderSmith
'recycled,1,AlexanderSmith
161.9,1,AlexanderSmith
co-ordinating,1,AlexanderSmith
ropemaker,1,AlexanderSmith
demystifying,1,AlexanderSmith
impounded,1,AlexanderSmith
scapegoat,1,AlexanderSmith
percy,1,AlexanderSmith
glyn,1,AlexanderSmith
wheatley,1,AlexanderSmith
353.5,1,AlexanderSmith
135.5,1,AlexanderSmith
678.5,1,AlexanderSmith
concersion,1,AlexanderSmith
free-of-charge,1,AlexanderSmith
violinist,1,AlexanderSmith
orchestra,1,AlexanderSmith
jobbers,1,AlexanderSmith
mordaunt,1,AlexanderSmith
hoovering,1,AlexanderSmith
nimble-footed,1,AlexanderSmith
mammoths,1,AlexanderSmith
127.3,1,AlexanderSmith
postulated,1,AlexanderSmith
folds,1,AlexanderSmith
dowsett,1,AlexanderSmith
pethick,1,AlexanderSmith
15-person,1,AlexanderSmith
cazenoves,1,AlexanderSmith
nm,1,AlexanderSmith
rothschilds,1,AlexanderSmith
1=.6285,1,AlexanderSmith
litigating,1,AlexanderSmith
merrett,1,AlexanderSmith
"1,932",1,AlexanderSmith
asbestosis,1,AlexanderSmith
brewington,1,AlexanderSmith
thorton,1,AlexanderSmith
237.5p,1,AlexanderSmith
widely-flagged,1,AlexanderSmith
10-days,1,AlexanderSmith
ava,1,AlexanderSmith
++,1,AlexanderSmith
dollar-adjusted,1,AlexanderSmith
"6,250",1,AlexanderSmith
razor-sharp,1,AlexanderSmith
ethos,1,AlexanderSmith
super-sib,1,AlexanderSmith
cost-benefit,1,AlexanderSmith
salutory,1,AlexanderSmith
155.5,1,AlexanderSmith
becomin,1,AlexanderSmith
wre,1,AlexanderSmith
question-mark,1,AlexanderSmith
831.5,1,AlexanderSmith
imp,1,AlexanderSmith
chaddesley,1,AlexanderSmith
beckett,1,AlexanderSmith
155-1/2p,1,AlexanderSmith
de-merge,1,AlexanderSmith
40-page,1,AlexanderSmith
0.601,1,AlexanderSmith
fining,1,AlexanderSmith
break-down,1,AlexanderSmith
jamieson,1,AlexanderSmith
loan-sharks,1,AlexanderSmith
menacing,1,AlexanderSmith
outrageously,1,AlexanderSmith
aprs,1,AlexanderSmith
terraced,1,AlexanderSmith
blooming,1,AlexanderSmith
tatty,1,AlexanderSmith
litter-strewn,1,AlexanderSmith
video-recorders,1,AlexanderSmith
ironing,1,AlexanderSmith
37-year-old,1,AlexanderSmith
linen,1,AlexanderSmith
barbeques,1,AlexanderSmith
agony,1,AlexanderSmith
aunt,1,AlexanderSmith
instructs,1,AlexanderSmith
untrue,1,AlexanderSmith
five-and-a-half,1,AlexanderSmith
scrabble,1,AlexanderSmith
54.3,1,AlexanderSmith
duesseldorf,1,AlexanderSmith
327.3,1,AlexanderSmith
284.2,1,AlexanderSmith
122.2,1,AlexanderSmith
dusseldorf,1,AlexanderSmith
writ,1,AlexanderSmith
chancery,1,AlexanderSmith
unfolded,1,AlexanderSmith
office-dominated,1,AlexanderSmith
waleed,1,AlexanderSmith
abdulaziz,1,AlexanderSmith
saud,1,AlexanderSmith
80-20,1,AlexanderSmith
11-acre,1,AlexanderSmith
reichmann-led,1,AlexanderSmith
lddc,1,AlexanderSmith
83.95,1,AlexanderSmith
glass-covered,1,AlexanderSmith
infinity,1,AlexanderSmith
top-class,1,AlexanderSmith
811.6,1,AlexanderSmith
sharholders,1,AlexanderSmith
surrrounding,1,AlexanderSmith
324.6,1,AlexanderSmith
441-1/2p,1,AlexanderSmith
1218,1,AlexanderSmith
rapped,1,AlexanderSmith
malpractice,1,AlexanderSmith
depriving,1,AlexanderSmith
amiss,1,AlexanderSmith
fools,1,AlexanderSmith
incompetents,1,AlexanderSmith
exel,1,AlexanderSmith
cain,1,AlexanderSmith
"185,800",1,AlexanderSmith
unquantifiable,1,AlexanderSmith
990.7,1,AlexanderSmith
suffciency,1,AlexanderSmith
open-lattice,1,AlexanderSmith
montagu,1,AlexanderSmith
23.99,1,AlexanderSmith
deconsolidation,1,AlexanderSmith
tempo,1,AlexanderSmith
6-9,1,AlexanderSmith
hot-bed,1,AlexanderSmith
perennials,1,AlexanderSmith
centrica,1,AlexanderSmith
uncourted,1,AlexanderSmith
dissuaded,1,AlexanderSmith
prune,1,AlexanderSmith
non-statutory,1,AlexanderSmith
"418,600",1,AlexanderSmith
unndented,1,AlexanderSmith
ist,1,AlexanderSmith
non-disclosure,1,AlexanderSmith
month-period,1,AlexanderSmith
15.61,1,AlexanderSmith
cedric,1,AlexanderSmith
repurcussions,1,AlexanderSmith
mother-in-law,1,AlexanderSmith
re-write,1,AlexanderSmith
cbi/grimley,1,AlexanderSmith
m25,1,AlexanderSmith
forsees,1,AlexanderSmith
carnaby,1,AlexanderSmith
wereldehave,1,AlexanderSmith
mangagment,1,AlexanderSmith
power-struggle,1,AlexanderSmith
64-year-old,1,AlexanderSmith
eni,1,AlexanderSmith
suppored,1,AlexanderSmith
yachtsman,1,AlexanderSmith
sailor,1,AlexanderSmith
epirb,1,AlexanderSmith
"1,176",1,AlexanderSmith
upturned,1,AlexanderSmith
capsized,1,AlexanderSmith
round-the-world,1,AlexanderSmith
aptly-named,1,AlexanderSmith
tadpole,1,AlexanderSmith
bobbing,1,AlexanderSmith
gently,1,AlexanderSmith
slippers,1,AlexanderSmith
paraphernalia,1,AlexanderSmith
barometers,1,AlexanderSmith
pump-action,1,AlexanderSmith
smoothest,1,AlexanderSmith
winches,1,AlexanderSmith
sea-water,1,AlexanderSmith
clinker,1,AlexanderSmith
boat-building,1,AlexanderSmith
sunnier,1,AlexanderSmith
topically,1,AlexanderSmith
inflatable,1,AlexanderSmith
life-raft,1,AlexanderSmith
sunseekers,1,AlexanderSmith
beechey,1,AlexanderSmith
sail-oriented,1,AlexanderSmith
sailboat,1,AlexanderSmith
merricks,1,AlexanderSmith
beeline,1,AlexanderSmith
49-er,1,AlexanderSmith
skiffs,1,AlexanderSmith
lightning-quick,1,AlexanderSmith
dinghies,1,AlexanderSmith
trapezes,1,AlexanderSmith
wadhams,1,AlexanderSmith
ldc,1,AlexanderSmith
sailboats,1,AlexanderSmith
agility,1,AlexanderSmith
kao,18,BenjaminKangLim
jialing,12,BenjaminKangLim
shougang,12,BenjaminKangLim
seminary,6,BenjaminKangLim
nianchun,5,BenjaminKangLim
guiyang,5,BenjaminKangLim
ching-yuan,5,BenjaminKangLim
hada,5,BenjaminKangLim
after-dark,5,BenjaminKangLim
qinglin,5,BenjaminKangLim
guanwu,5,BenjaminKangLim
chaoyang,4,BenjaminKangLim
xiaotong,4,BenjaminKangLim
chu,4,BenjaminKangLim
inquirer,4,BenjaminKangLim
tegexi,4,BenjaminKangLim
yusupbek,4,BenjaminKangLim
mukhlisi,4,BenjaminKangLim
collectibles,4,BenjaminKangLim
plyushko,4,BenjaminKangLim
norinco,4,BenjaminKangLim
concocting,3,BenjaminKangLim
incarceration,3,BenjaminKangLim
third-floor,3,BenjaminKangLim
dharamsala,3,BenjaminKangLim
concessionary,3,BenjaminKangLim
ifrc,3,BenjaminKangLim
mongolians,3,BenjaminKangLim
youlian,3,BenjaminKangLim
dispersing,3,BenjaminKangLim
vice-foreign,3,BenjaminKangLim
armament,3,BenjaminKangLim
seizure,3,BenjaminKangLim
polytechnologies,3,BenjaminKangLim
anti-independence,3,BenjaminKangLim
sobriquet,3,BenjaminKangLim
highly-publicised,3,BenjaminKangLim
hirohito,3,BenjaminKangLim
ordained,3,BenjaminKangLim
xi'an,3,BenjaminKangLim
jixian,2,BenjaminKangLim
tokio,2,BenjaminKangLim
lesser-known,2,BenjaminKangLim
incarcerated,2,BenjaminKangLim
persecute,2,BenjaminKangLim
heists,2,BenjaminKangLim
defiant,2,BenjaminKangLim
wheelchair,2,BenjaminKangLim
ply,2,BenjaminKangLim
counterfeiting,2,BenjaminKangLim
fabricate,2,BenjaminKangLim
judge-turned-lawyer,2,BenjaminKangLim
jurist,2,BenjaminKangLim
fallacy,2,BenjaminKangLim
hou,2,BenjaminKangLim
indoctrinate,2,BenjaminKangLim
zhaoguo,2,BenjaminKangLim
hailan,2,BenjaminKangLim
poet,2,BenjaminKangLim
high-priority,2,BenjaminKangLim
tombs,2,BenjaminKangLim
1644-1911,2,BenjaminKangLim
tolerates,2,BenjaminKangLim
mongolian,2,BenjaminKangLim
counter-revolutionaries,2,BenjaminKangLim
indoctrination,2,BenjaminKangLim
harassing,2,BenjaminKangLim
forgive,2,BenjaminKangLim
45.3,2,BenjaminKangLim
manchus,2,BenjaminKangLim
7.83,2,BenjaminKangLim
seouls,2,BenjaminKangLim
hwangs,2,BenjaminKangLim
garments,2,BenjaminKangLim
lest,2,BenjaminKangLim
reckless,2,BenjaminKangLim
indignation,2,BenjaminKangLim
reactionary,2,BenjaminKangLim
reprints,2,BenjaminKangLim
raking,2,BenjaminKangLim
leshchenko,2,BenjaminKangLim
pawn,2,BenjaminKangLim
boyong,2,BenjaminKangLim
in-camera,2,BenjaminKangLim
12-day,2,BenjaminKangLim
downstairs,2,BenjaminKangLim
commuted,2,BenjaminKangLim
bi,2,BenjaminKangLim
detour,2,BenjaminKangLim
blessings,2,BenjaminKangLim
overdependence,2,BenjaminKangLim
15.22,2,BenjaminKangLim
government-paid,2,BenjaminKangLim
11.31,2,BenjaminKangLim
119.22,2,BenjaminKangLim
107.21,2,BenjaminKangLim
"1,787",2,BenjaminKangLim
precedence,2,BenjaminKangLim
alms,2,BenjaminKangLim
9.28,2,BenjaminKangLim
"144,600",2,BenjaminKangLim
co-defendant,2,BenjaminKangLim
shiping,2,BenjaminKangLim
honeymoon,2,BenjaminKangLim
proteges,2,BenjaminKangLim
seminaries,2,BenjaminKangLim
shaanxi,2,BenjaminKangLim
xuanwu,1,BenjaminKangLim
libelling,1,BenjaminKangLim
sullying,1,BenjaminKangLim
lawbreaking,1,BenjaminKangLim
kong-style,1,BenjaminKangLim
inevitability,1,BenjaminKangLim
native-born,1,BenjaminKangLim
unwavering,1,BenjaminKangLim
hsueh-liang,1,BenjaminKangLim
flirt,1,BenjaminKangLim
kamisese,1,BenjaminKangLim
mara,1,BenjaminKangLim
yisu,1,BenjaminKangLim
holdover,1,BenjaminKangLim
brutally,1,BenjaminKangLim
business-minded,1,BenjaminKangLim
stocky,1,BenjaminKangLim
psychiatric,1,BenjaminKangLim
